experiment,seed,class_id,class_name,ap50,ap50_95,run_dir,model_name,eval_split
selective_tail_inpaint,42,0,A10,0.1182247333094096,0.09085327417853276,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,1,A400M,0.10663708422399337,0.0740288855447837,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,2,AG600,0.49287469393035455,0.44926774122350654,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,3,AV8B,0.2152150077785046,0.17133619732414332,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,4,B1,0.16856982162929002,0.11949266501145568,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,5,B2,0.35857967361039833,0.2130132341870897,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,6,B52,0.15316053807268187,0.08925592385561217,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,7,Be200,0.27447244934018833,0.22641347638525594,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,8,C130,0.18237070274173306,0.12345747043982096,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,9,C17,0.07162486345728636,0.04290384176296606,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,10,C2,0.5196031281383119,0.45141347130713133,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,11,C5,0.10971283044989802,0.08444803879360326,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,12,E2,0.13532820152081546,0.10448121955336007,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,13,E7,0.1307261777328097,0.1034362142190192,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,14,EF2000,0.03620054608409529,0.02734325478288586,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
selective_tail_inpaint,42,15,F117,0.1347147696995236,0.08534819951605244,/content/drive/MyDrive/Military_OD/outputs_pilot/runs/selective_tail_inpaint_yolov8n_seed42_20260701_1217,yolov8n.pt,val
